Format,OpenTRACK,,,,,,
1.977,122.702507,-8.613025,-0.541246,489.950012,0,1,1
1.981,122.602997,-9.217381,-0.580091,490,0,1,1
1.984,122,-9.808215,-0.617565,490,0,1,1
1.988,121.273003,-10.373381,-0.650834,491,0,1,1
1.991,120.334,-10.884459,-0.676556,491,0,1,1
1.995,119.174004,-11.245651,-0.692419,491,0,1,1
1.998,117.720001,-11.398746,-0.693483,491.119995,0,1,1
2.001,116.145004,-11.246339,-0.675626,492,0,1,1
2.004,114.358002,-10.863374,-0.643708,492,0,1,1
2.008,112.422005,-10.315167,-0.602327,492,0,1,1
2.011,110.585999,-9.644808,-0.555439,492,0,1,1
2.014,108.680008,-8.924943,-0.50671,492.26001,0,1,1
2.017,106.504005,-8.306836,-0.464557,493,0,1,1
2.02,104.064003,-7.931664,-0.433685,493,0,1,1
2.023,101.730003,-7.775361,-0.413176,493,0,1,1
2.026,99.426003,-7.762985,-0.401156,493,0,1,1
2.029,97.056999,-7.847782,-0.394585,493,0,1,1
2.031,94.688004,-7.979333,-0.38999,493,0,1,1
2.034,92.272003,-8.108134,-0.385695,493.470001,0,1,1
2.036,89.725998,-8.270854,-0.382731,494,0,1,1
2.039,86.944,-8.495453,-0.382419,494,0,1,1
2.041,84.224998,-8.881168,-0.388639,494,0,1,1
2.044,81.533997,-9.562988,-0.405426,494,0,1,1
2.046,78.814003,-10.584916,-0.433698,494,0,1,1
2.048,76.391998,-11.917616,-0.472638,494,0,1,1
2.05,74.125999,-13.541837,-0.521285,494,0,1,1
2.052,71.860001,-15.489664,-0.578498,494,0,1,1
2.054,70.031998,-17.760868,-0.642886,494,0,1,1
2.056,68.080002,-20.330469,-0.71064,494.76001,0,1,1
2.058,65.650002,-23.145298,-0.778247,495,0,1,1
2.06,63.075001,-26.160202,-0.84342,495,0,1,1
2.062,60.500004,-29.263111,-0.898115,495,0,1,1
2.063,57.577,-32.099941,-0.937877,495,0,1,1
2.065,55.130001,-34.349144,-0.960381,495.899994,0,1,1
2.066,53.226002,-35.753574,-0.964728,496,0,1,1
2.068,51.563999,-36.085434,-0.951446,496,0,1,1
2.069,50.411003,-35.051819,-0.921231,496,0,1,1
2.071,49.890003,-33.352654,-0.88185,497,0,1,1
2.072,49.376003,-31.389013,-0.838997,497,0,1,1
2.074,48.771999,-29.417351,-0.797208,497,0,1,1
2.075,48.300003,-27.670746,-0.759433,497,0,1,1
2.076,47.244003,-26.635527,-0.731959,497,0,1,1
2.078,46.007999,-26.057297,-0.716376,497,0,1,1
2.079,44.810001,-26.240185,-0.715707,497,0,1,1
2.08,43.757999,-27.47365,-0.733698,497,0,1,1
2.081,42.600002,-29.747147,-0.77116,497.25,0,1,1
2.082,41.392002,-32.864037,-0.824619,498,0,1,1
2.084,40.300003,-36.954956,-0.884157,498,0,1,1
2.085,39.27,-40.987659,-0.934175,498.329987,0,1,1
2.086,38.240002,-44.81181,-0.9775,499,0,1,1
2.087,37.366001,-48.725342,-1.020576,499.390015,0,1,1
2.088,36.748001,-52.775921,-1.063245,500,0,1,1
2.089,36.265003,-57.060043,-1.109642,500.450012,0,1,1
2.09,36.004002,-61.487171,-1.159621,501,0,1,1
2.091,35.951,-64.707428,-1.196497,501.51001,0,1,1
2.092,36.431999,-65.949829,-1.209052,502.540009,0,1,1
2.093,37.528,-65.258614,-1.201073,503,0,1,1
2.094,39.044003,-62.946842,-1.179302,503.589996,0,1,1
2.095,40.692001,-59.664253,-1.149488,504.619995,0,1,1
2.097,42.535,-55.980595,-1.116494,505,0,1,1
2.098,44.764,-51.915569,-1.079548,505.679993,0,1,1
2.099,47.132999,-47.234505,-1.030863,506,0,1,1
2.101,49.798,-41.856266,-0.964957,506.73999,0,1,1
2.102,52.887001,-35.791164,-0.879339,507,0,1,1
2.104,56.400002,-29.210857,-0.772945,507,0,1,1
2.106,59.723999,-22.820774,-0.651586,507,0,1,1
2.107,63.105003,-17.280729,-0.529456,507,0,1,1
2.109,66.328003,-12.749092,-0.416987,507.880005,0,1,1
2.111,69.157005,-9.130062,-0.316488,508,0,1,1
2.113,71.656006,-6.302172,-0.22755,508,0,1,1
2.115,74.030998,-4.007132,-0.14515,508,0,1,1
2.118,76,-1.695132,-0.057996,508,0,1,1
2.12,77.851006,0.76469,0.039444,508,0,1,1
2.122,79.584,3.391816,0.147018,508,0,1,1
2.124,81.026001,6.130096,0.264381,508.089996,0,1,1
2.127,82.454002,8.824143,0.385733,509,0,1,1
2.129,83.868004,11.374722,0.505894,509,0,1,1
2.132,85.07,13.747455,0.621109,509,0,1,1
2.134,86.120003,15.919882,0.72999,509.200012,0,1,1
2.136,86.969337,17.976112,0.830852,510,0,1,1
2.139,86.832001,19.953047,0.921747,510,0,1,1
2.141,86.694664,21.892395,1.00226,510,0,1,1
2.144,86.312004,23.707525,1.068102,510,0,1,1
2.146,85.139999,25.207529,1.11302,510,0,1,1
2.149,83.841003,26.102945,1.12889,510,0,1,1
2.151,83,26.178118,1.111618,510,0,1,1
2.153,82.098999,25.540302,1.070906,510,0,1,1
2.156,81.516006,24.456495,1.018378,510,0,1,1
2.158,81.202003,23.26268,0.965079,510,0,1,1
2.16,80.996002,22.332426,0.925801,510.519989,0,1,1
2.163,80.845001,21.939377,0.910192,511,0,1,1
2.165,80.829002,22.113785,0.917056,511,0,1,1
2.167,80.880501,22.724787,0.941753,511,0,1,1
2.17,81.089005,23.559473,0.977124,511,0,1,1
2.172,81.266006,24.471622,1.015854,511,0,1,1
2.174,81.714005,25.265739,1.049747,511,0,1,1
2.177,82.043999,25.882013,1.075291,511,0,1,1
2.179,82.0625,26.328232,1.09253,511,0,1,1
2.181,82.011002,26.640152,1.101663,511,0,1,1
2.184,81.878502,26.830603,1.103206,511,0,1,1
2.186,81.724007,26.880335,1.099458,511,0,1,1
2.188,81.787003,26.784307,1.091536,511,0,1,1
2.191,82.245003,26.483847,1.079682,511,0,1,1
2.193,82.668007,25.963602,1.062519,511,0,1,1
2.195,83.650002,25.159399,1.040557,511,0,1,1
2.198,85.268005,24.198435,1.016989,511,0,1,1
2.2,86.713005,23.278036,0.99662,511,0,1,1
2.203,88.059998,22.483685,0.981171,511,0,1,1
2.205,89.584,21.916,0.973963,511,0,1,1
2.208,90.810005,21.66321,0.976187,511,0,1,1
2.211,91.956001,21.474363,0.980534,511,0,1,1
2.213,93.223999,21.267181,0.982344,511,0,1,1
2.216,94.652,20.922031,0.978137,511,0,1,1
2.219,96.094002,20.321342,0.963645,511,0,1,1
2.222,97.608002,19.451136,0.936253,511,0,1,1
2.224,99.359001,18.392769,0.89874,511,0,1,1
2.227,101.049995,17.191849,0.853885,511,0,1,1
2.23,102.595001,15.9483,0.804467,511,0,1,1
2.233,104.139999,14.720796,0.751888,511,0,1,1
2.236,105.607002,13.457538,0.69451,511,0,1,1
2.239,106.945999,12.077856,0.629713,511,0,1,1
2.242,108.360008,10.54783,0.555108,511,0,1,1
2.246,109.858002,8.787704,0.466463,511,0,1,1
2.249,111.300003,6.727347,0.359769,511.5,0,1,1
2.252,112.636002,4.363323,0.234497,512,0,1,1
2.255,113.928001,1.820537,0.097256,512,0,1,1
2.259,115.326004,-0.762586,-0.04576,512,0,1,1
2.262,116.706001,-3.23616,-0.187806,512,0,1,1
2.265,118.044998,-5.405607,-0.317928,512,0,1,1
2.269,119.519997,-7.155191,-0.428561,512,0,1,1
2.272,120.840004,-8.472077,-0.518334,512.700012,0,1,1
2.276,122.003006,-9.458482,-0.590454,513,0,1,1
2.279,123.288002,-10.233579,-0.648208,513,0,1,1
2.283,123.758003,-10.892938,-0.696147,513,0,1,1
2.286,123.718002,-11.586676,-0.74053,513,0,1,1
2.29,123.360001,-12.372773,-0.784512,513,0,1,1
2.293,122.508003,-13.276214,-0.830176,513.880005,0,1,1
2.297,121.035004,-14.280266,-0.877287,514,0,1,1
2.3,120.054001,-15.338403,-0.92515,514,0,1,1
2.303,118.752007,-16.390354,-0.971993,514,0,1,1
2.307,117.908005,-17.429928,-1.017364,514,0,1,1
2.31,117.601997,-18.3242,-1.058657,515,0,1,1
2.314,117.717506,-19.001896,-1.094378,515,0,1,1
2.317,118.078003,-19.524662,-1.121891,515,0,1,1
2.32,118.477005,-19.77516,-1.139667,515,0,1,1
2.324,119.183998,-19.729094,-1.145817,515.140015,0,1,1
2.327,119.802002,-19.540247,-1.145052,516,0,1,1
2.331,120.5,-19.323898,-1.142209,516,0,1,1
2.334,121.520004,-18.996624,-1.132968,516,0,1,1
2.338,122.550003,-18.580198,-1.119616,516.25,0,1,1
2.341,123.580002,-17.825041,-1.090688,517,0,1,1
2.345,124.640999,-16.866596,-1.045974,517,0,1,1
2.348,125.774002,-15.820604,-0.988908,517,0,1,1
2.352,126.944,-14.56216,-0.917419,517.369995,0,1,1
2.356,128.100006,-13.094701,-0.834893,518,0,1,1
2.359,129.087006,-11.6332,-0.750377,518,0,1,1
2.363,130.014008,-10.324794,-0.671407,518,0,1,1
2.367,130.94101,-9.255654,-0.60538,518.48999,0,1,1
2.37,131.706009,-8.460847,-0.554674,519,0,1,1
2.374,132.432007,-7.850532,-0.515199,519,0,1,1
2.378,133.313004,-7.372914,-0.48404,519,0,1,1
2.382,134.240005,-6.96176,-0.457343,519,0,1,1
2.386,135.167007,-6.531584,-0.430537,519,0,1,1
2.39,136.291992,-6.037694,-0.400442,519.659973,0,1,1
2.394,137.459,-5.486738,-0.365855,520,0,1,1
2.398,138.447998,-4.854192,-0.325162,520,0,1,1
2.402,139.375,-4.141662,-0.279147,520,0,1,1
2.406,140.37001,-3.346396,-0.226453,520,0,1,1
2.41,141.240005,-2.446853,-0.167233,520.799988,0,1,1
2.414,142.230011,-1.507202,-0.102609,521,0,1,1
2.418,143.26001,-0.503838,-0.033676,521,0,1,1
2.422,144.201004,0.511214,0.037609,521,0,1,1
2.426,145.312012,1.505181,0.109161,521,0,1,1
2.43,146.540009,2.409537,0.175264,521.950012,0,1,1
2.434,147.677994,3.1718,0.234038,522,0,1,1
2.439,148.813004,3.763551,0.281404,522,0,1,1
2.443,150.115005,4.177456,0.316029,522.030029,0,1,1
2.447,150.630005,4.356677,0.334225,523,0,1,1
2.452,151.118011,4.367907,0.337845,523,0,1,1
2.456,151.251999,4.236126,0.33021,523,0,1,1
2.46,150.810013,3.993192,0.313499,523.150024,0,1,1
2.465,150.084,3.705797,0.290492,524,0,1,1
2.469,148.722,3.403734,0.264502,524,0,1,1
2.473,146.844009,3.125964,0.240169,524,0,1,1
2.477,144.833008,2.884863,0.218882,524.27002,0,1,1
2.481,142.574997,2.724435,0.202344,525,0,1,1
2.485,140.063995,2.659347,0.191707,525,0,1,1
2.489,137.555008,2.667368,0.186481,525,0,1,1
2.493,134.850006,2.708392,0.184582,525.380005,0,1,1
2.497,132.39801,2.769813,0.183925,526,0,1,1
2.5,130.132004,2.817025,0.183269,526,0,1,1
2.504,128.101013,2.853465,0.182313,526,0,1,1
2.508,126.450005,2.854152,0.179725,526.5,0,1,1
2.511,124.852005,2.794106,0.174773,527,0,1,1
2.515,123.330002,2.7006,0.168923,527,0,1,1
2.518,122.120003,2.632761,0.164493,527,0,1,1
2.522,120.602005,2.655451,0.166265,527.609985,0,1,1
2.525,118.748001,2.872946,0.178043,528,0,1,1
2.529,116.760002,3.302664,0.200629,528,0,1,1
2.532,114.629997,3.942772,0.233133,528,0,1,1
2.535,112.321007,4.75133,0.273698,528,0,1,1
2.538,109.952003,5.723067,0.320242,528.76001,0,1,1
2.541,107.662003,6.828646,0.37068,529,0,1,1
2.544,105.314003,8.0369,0.422405,529,0,1,1
2.547,102.716003,9.310241,0.47376,529,0,1,1
2.55,99.950996,10.608563,0.525619,529,0,1,1
2.553,97.709999,11.927512,0.575757,529.900024,0,1,1
2.556,95.547005,13.292068,0.625647,530,0,1,1
2.558,93.671997,14.661209,0.676148,530,0,1,1
2.561,92.313004,15.984969,0.726064,530,0,1,1
2.563,91.180008,17.211557,0.774628,530.02002,0,1,1
2.566,90.190002,18.346931,0.822019,531,0,1,1
2.569,89.959999,19.534557,0.87201,531,0,1,1
2.571,89.410004,20.799191,0.92278,531,0,1,1
2.574,88.496002,22.094534,0.974224,531,0,1,1
2.576,87.672005,23.354582,1.021883,531,0,1,1
2.579,86.829002,24.526165,1.063583,531.190002,0,1,1
2.581,85.945999,25.623953,1.099739,532,0,1,1
2.584,85.300003,26.540226,1.129177,532,0,1,1
2.586,84.916,27.192942,1.149475,532,0,1,1
2.588,84.793007,27.435644,1.159641,532,0,1,1
2.591,85.272003,27.33366,1.162923,532,0,1,1
2.593,86.052002,27.178274,1.167091,532.359985,0,1,1
2.596,86.850998,27.054514,1.174242,533,0,1,1
2.598,87.987999,26.998594,1.185573,533,0,1,1
2.601,89.160004,27.070786,1.201162,533.450012,0,1,1
2.603,89.888,27.225027,1.216394,534,0,1,1
2.606,90.608002,27.284843,1.225297,534,0,1,1
2.609,91.431999,27.087975,1.222321,534.539978,0,1,1
2.611,92.199005,26.459555,1.202303,535,0,1,1
2.614,93.220001,25.25222,1.161075,535,0,1,1
2.617,94.568001,23.66077,1.103512,535.619995,0,1,1
2.619,96.139999,21.856871,1.03635,536,0,1,1
2.622,97.856003,19.976421,0.965034,536,0,1,1
2.625,99.890999,18.120497,0.89192,536.710022,0,1,1
2.628,101.610001,16.414917,0.820757,537,0,1,1
2.631,103.078003,14.850742,0.752481,537,0,1,1
2.634,104.520004,13.408035,0.687416,537,0,1,1
2.637,105.795998,12.105816,0.62573,537,0,1,1
2.64,106.688004,10.890229,0.566873,537,0,1,1
2.643,107.856003,9.778691,0.509578,537,0,1,1
2.646,108.819,8.523227,0.446591,537,0,1,1
2.649,109.840004,7.485485,0.394898,537.940002,0,1,1
2.652,111.063995,6.648279,0.356098,538,0,1,1
2.656,112.200005,5.822074,0.318024,538,0,1,1
2.659,113.439003,5.04308,0.281263,538,0,1,1
2.662,114.772003,4.255836,0.243738,538,0,1,1
2.666,116.008003,3.32902,0.19316,538,0,1,1
2.669,117.243996,2.351325,0.136158,538.119995,0,1,1
2.672,118.465004,1.477908,0.084955,539,0,1,1
2.676,119.604004,0.605179,0.034033,539,0,1,1
2.679,120.82,-0.310866,-0.018355,539,0,1,1
2.683,121.976006,-1.186804,-0.069041,539.22998,0,1,1
2.686,123.211998,-1.941733,-0.113494,540,0,1,1
2.69,124.447998,-2.495669,-0.148426,540,0,1,1
2.693,125.716003,-2.852965,-0.172689,540,0,1,1
2.697,127.019997,-3.080544,-0.188839,540.349976,0,1,1
2.701,128.294006,-3.210949,-0.198959,541,0,1,1
2.704,129.59201,-3.253577,-0.203828,541,0,1,1
2.708,130.815994,-3.204303,-0.202114,541,0,1,1
2.712,132.052002,-3.033562,-0.192688,541.460022,0,1,1
2.716,133.28801,-2.730123,-0.174531,542,0,1,1
2.719,134.524002,-2.280924,-0.146584,542,0,1,1
2.723,135.705002,-1.685965,-0.108855,542,0,1,1
2.727,136.722,-0.958538,-0.061667,542,0,1,1
2.731,137.649002,-0.151584,-0.009298,542.609985,0,1,1
2.735,138.512009,0.630618,0.041834,543,0,1,1
2.739,139.335999,1.309229,0.0866,543,0,1,1
2.743,140.013992,1.798077,0.121168,543.690002,0,1,1
2.747,140.776001,2.041469,0.139829,544,0,1,1
2.751,141.600006,2.052012,0.141964,544,0,1,1
2.755,142.346008,1.86179,0.131046,544,0,1,1
2.759,143.067001,1.514348,0.108485,544.809998,0,1,1
2.763,143.871994,1.040397,0.076045,545,0,1,1
2.768,144.087006,0.484857,0.034148,545,0,1,1
2.772,144.279999,-0.184816,-0.01606,545,0,1,1
2.776,143.928009,-0.954642,-0.075561,545,0,1,1
2.78,143.139999,-1.878479,-0.145054,545.950012,0,1,1
2.784,142.12001,-3.024853,-0.226568,546,0,1,1
2.788,140.169998,-4.436162,-0.318221,546,0,1,1
2.792,137.087997,-5.847013,-0.403756,546.039978,0,1,1
2.796,134.20401,-7.108895,-0.476953,547,0,1,1
2.799,131.26001,-8.174139,-0.535287,547,0,1,1
2.803,127.913994,-9.0267,-0.578759,547,0,1,1
2.807,125.648003,-9.698206,-0.608082,547,0,1,1
2.81,123.458,-10.144197,-0.627877,547.190002,0,1,1
2.814,121.748001,-10.452219,-0.641376,548,0,1,1
2.817,120.608002,-10.666276,-0.651267,548,0,1,1
2.821,119.595001,-10.814099,-0.660177,548,0,1,1
2.824,118.410004,-11.034344,-0.67467,548,0,1,1
2.827,117.804001,-11.471625,-0.697779,548,0,1,1
2.831,116.064003,-12.126631,-0.725808,548,0,1,1
2.834,113.152,-12.840536,-0.751461,548.390015,0,1,1
2.837,110.066002,-13.390347,-0.762174,549,0,1,1
2.84,106.879997,-13.558796,-0.74742,549,0,1,1
2.843,103.267998,-13.256962,-0.707785,549,0,1,1
2.846,100.100006,-12.501116,-0.648157,549,0,1,1
2.849,97.216003,-11.363221,-0.571818,549,0,1,1
2.851,94.444,-9.936557,-0.487679,549.559998,0,1,1
2.854,91.884003,-8.456264,-0.406478,550,0,1,1
2.857,89.349998,-7.14419,-0.335079,550,0,1,1
2.859,86.645004,-6.065654,-0.275992,550,0,1,1
2.861,83.863998,-5.230052,-0.228442,550,0,1,1
2.864,81.012001,-4.523481,-0.186723,550,0,1,1
2.866,78.128006,-3.49972,-0.136119,550,0,1,1
2.868,75.271996,-1.883979,-0.067633,550,0,1,1
2.87,72.388,0.543758,0.024167,550,0,1,1
2.872,69.422005,3.878143,0.14118,550,0,1,1
2.874,66.690002,8.252561,0.28278,550,0,1,1
2.876,64.276001,13.232022,0.436362,550,0,1,1
2.878,61.907001,18.429667,0.588963,550,0,1,1
2.879,59.444,23.560389,0.73287,550,0,1,1
2.881,57.360001,28.349398,0.860519,550,0,1,1
2.883,54.900002,32.498989,0.96172,550,0,1,1
2.884,52.656002,36.094414,1.040722,550,0,1,1
2.886,50.384998,39.486782,1.104512,550,0,1,1
2.887,48.007999,42.749889,1.15697,550.080017,0,1,1
2.888,45.579998,46.095966,1.200391,551,0,1,1
2.889,43.548,49.650597,1.239032,551,0,1,1
2.891,41.710999,53.635632,1.276564,551,0,1,1
2.892,39.939999,57.814556,1.309698,551,0,1,1
2.893,38.132,61.734966,1.332878,551,0,1,1
2.894,36.640003,64.622215,1.337396,551,0,1,1
2.895,35.704002,65.52153,1.310871,551,0,1,1
2.896,35.076,64.254372,1.256099,551,0,1,1
2.897,34.731998,61.151001,1.17869,551,0,1,1
2.898,34.563,56.795834,1.089548,551.369995,0,1,1
2.899,34.619999,52.084976,1.003656,552,0,1,1
2.9,34.885998,48.226681,0.937158,552,0,1,1
2.901,35.23,45.992832,0.899441,552,0,1,1
2.902,35.941002,45.332329,0.892175,552,0,1,1
2.903,36.868,45.951122,0.911983,552,0,1,1
2.904,38.002003,47.184586,0.953167,552,0,1,1
2.905,39.683002,48.490929,1.005893,552,0,1,1
2.906,41.34,49.394367,1.050053,552,0,1,1
2.908,42.403999,49.714077,1.077579,552,0,1,1
2.909,43.294003,49.786732,1.0984,552,0,1,1
2.91,44.359001,49.24884,1.110834,552,0,1,1
2.911,45.564003,48.406132,1.119368,552,0,1,1
2.913,47.925003,46.387486,1.125512,552,0,1,1
2.914,51.486,42.269981,1.109388,552,0,1,1
2.916,54.487,38.993351,1.091575,551.190002,0,1,1
2.917,57.158001,36.232151,1.072149,551,0,1,1
2.919,59.664001,33.627945,1.047414,551,0,1,1
2.921,62.047001,30.830536,1.008767,551,0,1,1
2.923,64.139999,28.018917,0.955168,551,0,1,1
2.925,66.105003,25.754129,0.895789,551,0,1,1
2.927,68.061996,23.872078,0.840425,551,0,1,1
2.929,69.717003,22.148392,0.791109,551,0,1,1
2.931,71.472,20.66489,0.745183,551,0,1,1
2.933,73.319008,19.25931,0.699532,551,0,1,1
2.935,75.070999,17.653883,0.6481,551,0,1,1
2.937,77.040001,15.579773,0.58004,551,0,1,1
2.939,79.085007,13.127285,0.497016,551,0,1,1
2.942,81.042,10.400235,0.40354,551,0,1,1
2.944,82.999001,7.638809,0.305596,551,0,1,1
2.946,84.956001,5.059352,0.209271,550.76001,0,1,1
2.949,86.886002,2.868591,0.123093,550,0,1,1
2.952,88.740005,1.066524,0.048883,550,0,1,1
2.954,90.594002,-0.361974,-0.013422,550,0,1,1
2.957,92.43,-1.449906,-0.062712,550,0,1,1
2.959,94.246002,-2.242422,-0.10085,550,0,1,1
2.962,95.956001,-2.790398,-0.129485,550,0,1,1
2.965,97.648003,-3.188489,-0.152651,550,0,1,1
2.968,99.399002,-3.518971,-0.174014,550,0,1,1
2.971,101.199997,-3.860913,-0.195977,550.5,0,1,1
2.974,102.894997,-4.287881,-0.222668,551,0,1,1
2.977,104.496002,-4.847775,-0.256433,551,0,1,1
2.98,106.026001,-5.515615,-0.296202,551,0,1,1
2.983,107.392998,-6.230895,-0.338195,551,0,1,1
2.986,108.732002,-6.918674,-0.379232,551,0,1,1
2.989,109.937004,-7.426085,-0.411162,551,0,1,1
2.992,110.860001,-7.626391,-0.42758,551,0,1,1
2.995,111.611,-7.536781,-0.428969,551,0,1,1
2.999,112.332001,-7.214779,-0.416656,551,0,1,1
3.002,113.132004,-6.746558,-0.393853,551,0,1,1
3.005,113.177002,-6.175662,-0.364204,551,0,1,1
3.008,113.055504,-5.740443,-0.340343,551,0,1,1
